Airport ,Year,Month,Domestic_Inbound,Domestic_Outbound,Domestic_Total,International_Inbound,International_Outbound,International_Total,Total_Inbound,Total_Outbound,Total_Passengers 
ADELAIDE,2009,1,"259,510","258,122","517,632","25,145","19,968","45,113","284,655","278,090","562,745"
ADELAIDE,2009,2,"234,778","232,142","466,920","21,389","14,795","36,184","256,167","246,937","503,104"
ADELAIDE,2009,3,"280,441","284,820","565,261","19,466","18,154","37,620","299,907","302,974","602,881"
ADELAIDE,2009,4,"274,359","281,163","555,522","20,087","21,353","41,440","294,446","302,516","596,962"
ADELAIDE,2009,5,"258,273","258,930","517,203","17,085","19,321","36,406","275,358","278,251","553,609"
ADELAIDE,2009,6,"242,263","242,610","484,873","17,680","19,449","37,129","259,943","262,059","522,002"
ADELAIDE,2009,7,"269,949","272,217","542,166","24,152","21,200","45,352","294,101","293,417","587,518"
ADELAIDE,2009,8,"269,480","269,355","538,835","20,859","19,768","40,627","290,339","289,123","579,462"
ADELAIDE,2009,9,"264,127","267,734","531,861","22,039","22,699","44,738","286,166","290,433","576,599"
ADELAIDE,2009,10,"284,313","277,153","561,466","26,544","20,496","47,040","310,857","297,649","608,506"
ADELAIDE,2009,11,"264,644","266,874","531,518","21,906","21,543","43,449","286,550","288,417","574,967"
ADELAIDE,2009,12,"262,735","264,356","527,091","21,402","24,899","46,301","284,137","289,255","573,392"
ADELAIDE,2010,1,"260,489","258,574","519,063","26,569","22,236","48,805","287,058","280,810","567,868"
ADELAIDE,2010,2,"251,775","248,044","499,819","21,576","16,706","38,282","273,351","264,750","538,101"
ADELAIDE,2010,3,"292,054","294,892","586,946","22,086","20,609","42,695","314,140","315,501","629,641"
ADELAIDE,2010,4,"290,702","296,008","586,710","22,393","23,027","45,420","313,095","319,035","632,130"
ADELAIDE,2010,5,"269,597","272,381","541,978","18,231","21,100","39,331","287,828","293,481","581,309"
ADELAIDE,2010,6,"260,162","264,413","524,575","19,742","21,699","41,441","279,904","286,112","566,016"
ADELAIDE,2010,7,"293,548","297,128","590,676","25,332","21,846","47,178","318,880","318,974","637,854"
ADELAIDE,2010,8,"283,786","283,560","567,346","21,613","21,756","43,369","305,399","305,316","610,715"
ADELAIDE,2010,9,"282,205","287,767","569,972","23,201","22,552","45,753","305,406","310,319","615,725"
ADELAIDE,2010,10,"313,687","301,158","614,845","27,111","19,830","46,941","340,798","320,988","661,786"
ADELAIDE,2010,11,"283,723","284,665","568,388","22,317","21,729","44,046","306,040","306,394","612,434"
ADELAIDE,2010,12,"292,916","295,017","587,933","23,166","25,965","49,131","316,082","320,982","637,064"
ADELAIDE,2011,1,"275,339","273,902","549,241","26,556","22,938","49,494","301,895","296,840","598,735"
ADELAIDE,2011,2,"253,474","247,288","500,762","22,587","17,514","40,101","276,061","264,802","540,863"
ADELAIDE,2011,3,"293,734","295,355","589,089","21,787","21,351","43,138","315,521","316,706","632,227"
ADELAIDE,2011,4,"282,981","286,574","569,555","22,983","25,799","48,782","305,964","312,373","618,337"
ADELAIDE,2011,5,"273,748","274,350","548,098","21,287","24,027","45,314","295,035","298,377","593,412"
ADELAIDE,2011,6,"237,077","237,976","475,053","21,671","22,929","44,600","258,748","260,905","519,653"
ADELAIDE,2011,7,"273,786","277,032","550,818","28,138","25,253","53,391","301,924","302,285","604,209"
ADELAIDE,2011,8,"263,100","263,060","526,160","25,653","24,324","49,977","288,753","287,384","576,137"
ADELAIDE,2011,9,"262,527","261,455","523,982","25,906","25,166","51,072","288,433","286,621","575,054"
ADELAIDE,2011,10,"278,028","273,082","551,110","28,930","23,095","52,025","306,958","296,177","603,135"
ADELAIDE,2011,11,"264,907","266,632","531,539","24,604","23,324","47,928","289,511","289,956","579,467"
ADELAIDE,2011,12,"262,361","260,566","522,927","26,035","31,216","57,251","288,396","291,782","580,178"
ADELAIDE,2012,1,"258,727","260,757","519,484","34,486","27,251","61,737","293,213","288,008","581,221"
ADELAIDE,2012,2,"250,287","241,533","491,820","26,957","20,520","47,477","277,244","262,053","539,297"
ADELAIDE,2012,3,"277,032","282,302","559,334","25,746","25,886","51,632","302,778","308,188","610,966"
ADELAIDE,2012,4,"264,048","267,193","531,241","25,399","26,317","51,716","289,447","293,510","582,957"
ADELAIDE,2012,5,"261,753","264,360","526,113","20,661","24,575","45,236","282,414","288,935","571,349"
ADELAIDE,2012,6,"243,743","249,972","493,715","23,206","26,101","49,307","266,949","276,073","543,022"
ADELAIDE,2012,7,"275,669","269,885","545,554","31,466","24,802","56,268","307,135","294,687","601,822"
ADELAIDE,2012,8,"263,168","265,243","528,411","24,624","24,733","49,357","287,792","289,976","577,768"
ADELAIDE,2012,9,"269,802","270,676","540,478","27,126","27,912","55,038","296,928","298,588","595,516"
ADELAIDE,2012,10,"287,626","281,100","568,726","30,722","22,970","53,692","318,348","304,070","622,418"
ADELAIDE,2012,11,"285,081","283,544","568,625","28,453","30,172","58,625","313,534","313,716","627,250"
ADELAIDE,2012,12,"271,564","271,750","543,314","31,996","37,996","69,992","303,560","309,746","613,306"
ADELAIDE,2013,1,"262,467","266,159","528,626","39,912","30,336","70,248","302,379","296,495","598,874"
ADELAIDE,2013,2,"245,055","237,296","482,351","32,894","25,038","57,932","277,949","262,334","540,283"
ADELAIDE,2013,3,"282,049","284,894","566,943","30,633","30,591","61,224","312,682","315,485","628,167"
ADELAIDE,2013,4,"280,700","287,113","567,813","30,059","33,507","63,566","310,759","320,620","631,379"
ADELAIDE,2013,5,"259,610","263,814","523,424","25,232","29,676","54,908","284,842","293,490","578,332"
ADELAIDE,2013,6,"249,959","247,004","496,963","27,642","30,977","58,619","277,601","277,981","555,582"
ADELAIDE,2013,7,"285,287","290,626","575,913","38,906","33,858","72,764","324,193","324,484","648,677"
ADELAIDE,2013,8,"269,836","269,808","539,644","33,245","31,092","64,337","303,081","300,900","603,981"
ADELAIDE,2013,9,"272,655","272,652","545,307","34,517","35,056","69,573","307,172","307,708","614,880"
ADELAIDE,2013,10,"306,551","300,868","607,419","39,954","28,567","68,521","346,505","329,435","675,940"
ADELAIDE,2013,11,"279,869","279,000","558,869","34,066","34,016","68,082","313,935","313,016","626,951"
ADELAIDE,2013,12,"291,204","289,813","581,017","39,818","49,993","89,811","331,022","339,806","670,828"
ADELAIDE,2014,1,"277,737","278,835","556,572","53,530","41,795","95,325","331,267","320,630","651,897"
ADELAIDE,2014,2,"253,235","250,818","504,053","40,484","29,320","69,804","293,719","280,138","573,857"
ADELAIDE,2014,3,"287,307","293,996","581,303","35,407","35,805","71,212","322,714","329,801","652,515"
ADELAIDE,2014,4,"283,121","285,267","568,388","39,176","42,911","82,087","322,297","328,178","650,475"
ADELAIDE,2014,5,"266,981","269,417","536,398","34,798","39,547","74,345","301,779","308,964","610,743"
ADELAIDE,2014,6,"260,567","255,415","515,982","35,861","44,801","80,662","296,428","300,216","596,644"
ADELAIDE,2014,7,"284,112","289,631","573,743","51,507","44,103","95,610","335,619","333,734","669,353"
ADELAIDE,2014,8,"280,822","280,400","561,222","41,013","39,796","80,809","321,835","320,196","642,031"
ADELAIDE,2014,9,"276,540","280,913","557,453","39,785","40,956","80,741","316,325","321,869","638,194"
ADELAIDE,2014,10,"319,150","311,531","630,681","44,279","35,206","79,485","363,429","346,737","710,166"
ADELAIDE,2014,11,"279,539","279,238","558,777","33,966","35,010","68,976","313,505","314,248","627,753"
ADELAIDE,2014,12,"295,383","291,644","587,027","38,989","49,220","88,209","334,372","340,864","675,236"
ADELAIDE,2015,1,"271,005","273,323","544,328","50,816","40,325","91,141","321,821","313,648","635,469"
ADELAIDE,2015,2,"255,345","248,620","503,965","38,274","30,765","69,039","293,619","279,385","573,004"
ADELAIDE,2015,3,"291,956","293,217","585,173","34,114","36,696","70,810","326,070","329,913","655,983"
ADELAIDE,2015,4,"291,914","294,232","586,146","33,223","37,246","70,469","325,137","331,478","656,615"
ADELAIDE,2015,5,"270,553","272,195","542,748","31,243","36,424","67,667","301,796","308,619","610,415"
ADELAIDE,2015,6,"252,967","252,494","505,461","32,695","37,826","70,521","285,662","290,320","575,982"
ADELAIDE,2015,7,"296,045","302,047","598,092","40,295","36,893","77,188","336,340","338,940","675,280"
ADELAIDE,2015,8,"282,798","277,223","560,021","35,798","34,901","70,699","318,596","312,124","630,720"
ADELAIDE,2015,9,"279,982","283,113","563,095","35,418","35,682","71,100","315,400","318,795","634,195"
ADELAIDE,2015,10,"315,821","304,706","620,527","39,982","32,407","72,389","355,803","337,113","692,916"
ADELAIDE,2015,11,"296,138","294,450","590,588","30,136","30,705","60,841","326,274","325,155","651,429"
ADELAIDE,2015,12,"298,324","301,313","599,637","36,126","43,398","79,524","334,450","344,711","679,161"
ADELAIDE,2016,1,"282,520","284,142","566,662","44,890","39,537","84,427","327,410","323,679","651,089"
ADELAIDE,2016,2,"267,124","259,758","526,882","35,415","29,381","64,796","302,539","289,139","591,678"
ADELAIDE,2016,3,"305,728","298,866","604,594","32,873","33,552","66,425","338,601","332,418","671,019"
ADELAIDE,2016,4,"291,320","302,867","594,187","31,541","36,181","67,722","322,861","339,048","661,909"
ADELAIDE,2016,5,"281,939","282,036","563,975","31,336","37,676","69,012","313,275","319,712","632,987"
ADELAIDE,2016,6,"269,707","262,566","532,273","33,289","39,790","73,079","302,996","302,356","605,352"
ADELAIDE,2016,7,"300,002","307,952","607,954","47,258","43,425","90,683","347,260","351,377","698,637"
ADELAIDE,2016,8,"284,393","279,860","564,253","39,027","40,220","79,247","323,420","320,080","643,500"
ADELAIDE,2016,9,"293,756","288,573","582,329","42,085","41,067","83,152","335,841","329,640","665,481"
ADELAIDE,2016,10,"317,098","319,192","636,290","46,341","35,408","81,749","363,439","354,600","718,039"
ADELAIDE,2016,11,"304,689","305,932","610,621","34,776","36,227","71,003","339,465","342,159","681,624"
ADELAIDE,2016,12,"304,574","301,400","605,974","41,707","51,177","92,884","346,281","352,577","698,858"
ADELAIDE,2017,1,"292,441","295,396","587,837","51,344","42,933","94,277","343,785","338,329","682,114"
ADELAIDE,2017,2,"265,665","258,284","523,949","37,838","30,773","68,611","303,503","289,057","592,560"
ADELAIDE,2017,3,"309,494","311,591","621,085","34,763","36,346","71,109","344,257","347,937","692,194"
ADELAIDE,2017,4,"294,726","296,413","591,139","34,119","39,693","73,812","328,845","336,106","664,951"
ADELAIDE,2017,5,"285,884","284,998","570,882","33,197","37,924","71,121","319,081","322,922","642,003"
ADELAIDE,2017,6,"273,329","272,795","546,124","34,097","39,198","73,295","307,426","311,993","619,419"
ADELAIDE,2017,7,"308,341","310,767","619,108","46,589","43,123","89,712","354,930","353,890","708,820"
ADELAIDE,2017,8,"289,066","285,877","574,943","42,160","40,424","82,584","331,226","326,301","657,527"
ADELAIDE,2017,9,"296,741","294,811","591,552","44,410","42,623","87,033","341,151","337,434","678,585"
ADELAIDE,2017,10,"327,412","326,148","653,560","46,426","36,194","82,620","373,838","362,342","736,180"
ADELAIDE,2017,11,"316,350","311,569","627,919","37,547","36,871","74,418","353,897","348,440","702,337"
ADELAIDE,2017,12,"318,458","322,403","640,861","42,206","52,177","94,383","360,664","374,580","735,244"
ADELAIDE,2018,1,"300,307","304,558","604,865","58,412","47,172","105,584","358,719","351,730","710,449"
ADELAIDE,2018,2,"276,851","270,512","547,363","40,981","32,712","73,693","317,832","303,224","621,056"
ADELAIDE,2018,3,"320,101","318,876","638,977","37,451","40,042","77,493","357,552","358,918","716,470"
ADELAIDE,2018,4,"311,318","316,660","627,978","36,246","41,703","77,949","347,564","358,363","705,927"
ADELAIDE,2018,5,"294,206","295,304","589,510","34,981","39,547","74,528","329,187","334,851","664,038"
ADELAIDE,2018,6,"279,737","278,632","558,369","34,610","43,963","78,573","314,347","322,595","636,942"
ADELAIDE,2018,7,"318,564","319,765","638,329","48,394","42,872","91,266","366,958","362,637","729,595"
ADELAIDE,2018,8,"303,083","299,851","602,934","43,581","43,992","87,573","346,664","343,843","690,507"
ADELAIDE,2018,9,"300,580","300,750","601,330","45,590","43,804","89,394","346,170","344,554","690,724"
ADELAIDE,2018,10,"329,727","327,636","657,363","49,784","38,321","88,105","379,511","365,957","745,468"
ADELAIDE,2018,11,"317,799","316,175","633,974","40,957","41,321","82,278","358,756","357,496","716,252"
ADELAIDE,2018,12,"309,982","309,368","619,350","44,574","54,951","99,525","354,556","364,319","718,875"
ADELAIDE,2019,1,"293,965","298,986","592,951","58,221","49,255","107,476","352,186","348,241","700,427"
ADELAIDE,2019,2,"278,620","272,735","551,355","44,990","35,260","80,250","323,610","307,995","631,605"
ADELAIDE,2019,3,"314,477","318,070","632,547","38,857","39,981","78,838","353,334","358,051","711,385"
ADELAIDE,2019,4,"315,393","315,365","630,758","40,996","46,294","87,290","356,389","361,659","718,048"
ADELAIDE,2019,5,"294,271","296,479","590,750","38,454","43,024","81,478","332,725","339,503","672,228"
ADELAIDE,2019,6,"279,068","275,957","555,025","40,583","47,455","88,038","319,651","323,412","643,063"
ADELAIDE,2019,7,"321,154","325,056","646,210","55,934","49,299","105,233","377,088","374,355","751,443"
ADELAIDE,2019,8,"310,165","307,344","617,509","49,885","49,320","99,205","360,050","356,664","716,714"
ADELAIDE,2019,9,"308,230","308,039","616,269","53,080","51,858","104,938","361,310","359,897","721,207"
ADELAIDE,2019,10,"345,636","343,411","689,047","55,867","43,338","99,205","401,503","386,749","788,252"
ADELAIDE,2019,11,"320,697","322,044","642,741","43,856","43,075","86,931","364,553","365,119","729,672"
ADELAIDE,2019,12,"311,283","311,134","622,417","48,765","60,945","109,710","360,048","372,079","732,127"
ADELAIDE,2020,1,"294,269","298,774","593,043","63,966","53,541","117,507","358,235","352,315","710,550"
ADELAIDE,2020,2,"275,909","266,178","542,087","41,150","30,615","71,765","317,059","296,793","613,852"
ADELAIDE,2020,3,"192,633","193,960","386,593","23,735","18,459","42,194","216,368","212,419","428,787"
ADELAIDE,2020,4,"5,462","6,383","11,845",0,0,0,"5,462","6,383","11,845"
ADELAIDE,2020,5,"7,273","8,466","15,739",0,0,0,"7,273","8,466","15,739"
ADELAIDE,2020,6,"12,264","12,993","25,257",26,51,77,"12,290","13,044","25,334"
ADELAIDE,2020,7,"25,774","27,491","53,265",350,313,663,"26,124","27,804","53,928"
ADELAIDE,2020,8,"36,135","38,427","74,562",754,661,"1,415","36,889","39,088","75,977"
ADELAIDE,2020,9,"49,137","50,346","99,483","1,123",590,"1,713","50,260","50,936","101,196"
ADELAIDE,2020,10,"90,979","90,918","181,897","1,509",537,"2,046","92,488","91,455","183,943"
ADELAIDE,2020,11,"70,193","73,760","143,953",959,481,"1,440","71,152","74,241","145,393"
ADELAIDE,2020,12,"112,726","108,004","220,730","1,429",710,"2,139","114,155","108,714","222,869"
ADELAIDE,2021,1,"112,901","120,628","233,529","2,115",526,"2,641","115,016","121,154","236,170"
ADELAIDE,2021,2,"97,732","97,565","195,297","1,919",459,"2,378","99,651","98,024","197,675"
ADELAIDE,2021,3,"171,916","171,932","343,848","2,124",413,"2,537","174,040","172,345","346,385"
ADELAIDE,2021,4,"226,873","231,100","457,973","1,798",439,"2,237","228,671","231,539","460,210"
ADELAIDE,2021,5,"208,206","212,298","420,504","2,823","1,464","4,287","211,029","213,762","424,791"
ADELAIDE,2021,6,"148,588","149,609","298,197","3,040","1,642","4,682","151,628","151,251","302,879"
ADELAIDE,2021,7,"65,265","66,156","131,421","2,816","2,120","4,936","68,081","68,276","136,357"
ADELAIDE,2021,8,"39,127","39,952","79,079","1,063",871,"1,934","40,190","40,823","81,013"
ADELAIDE,2021,9,"78,689","81,802","160,491","1,173",681,"1,854","79,862","82,483","162,345"
ADELAIDE,2021,10,"93,731","91,605","185,336","1,152",835,"1,987","94,883","92,440","187,323"
ADELAIDE,2021,11,"116,813","113,929","230,742","1,180","1,299","2,479","117,993","115,228","233,221"
ADELAIDE,2021,12,"152,001","142,689","294,690",937,"2,799","3,736","152,938","145,488","298,426"
ADELAIDE,2022,1,"127,555","129,736","257,291","4,211","3,718","7,929","131,766","133,454","265,220"
ADELAIDE,2022,2,"138,158","134,762","272,920","7,289","4,956","12,245","145,447","139,718","285,165"
ADELAIDE,2022,3,"222,888","220,124","443,012","7,098","8,046","15,144","229,986","228,170","458,156"
ADELAIDE,2022,4,"281,960","284,961","566,921","10,306","12,112","22,418","292,266","297,073","589,339"
ADELAIDE,2022,5,"268,778","265,119","533,897","12,693","12,808","25,501","281,471","277,927","559,398"
ADELAIDE,2022,6,"263,202","258,308","521,510","13,847","17,516","31,363","277,049","275,824","552,873"
ADELAIDE,2022,7,"287,105","291,796","578,901","22,259","22,240","44,499","309,364","314,036","623,400"
ADELAIDE,2022,8,"269,233","261,865","531,098","21,150","20,231","41,381","290,383","282,096","572,479"
ADELAIDE,2022,9,"276,769","271,841","548,610","23,363","22,819","46,182","300,132","294,660","594,792"
ADELAIDE,2022,10,"304,480","300,696","605,176","25,603","22,827","48,430","330,083","323,523","653,606"
ADELAIDE,2022,11,"289,145","290,101","579,246","26,291","25,667","51,958","315,436","315,768","631,204"
ADELAIDE,2022,12,"286,051","282,226","568,277","28,493","34,434","62,927","314,544","316,660","631,204"
ADELAIDE,2023,1,"274,435","279,785","554,220","41,237","34,113","75,350","315,672","313,898","629,570"
ADELAIDE,2023,2,"255,626","250,364","505,990","30,587","24,931","55,518","286,213","275,295","561,508"
ADELAIDE,2023,3,"310,519","306,729","617,248","33,742","30,455","64,197","344,261","337,184","681,445"
ADELAIDE,2023,4,"299,384","301,115","600,499","36,738","38,284","75,022","336,122","339,399","675,521"
ADELAIDE,2023,5,"296,058","291,446","587,504","31,211","33,022","64,233","327,269","324,468","651,737"
ADELAIDE,2023,6,"272,888","275,630","548,518","31,799","35,432","67,231","304,687","311,062","615,749"
ADELAIDE,2023,7,"299,971","306,821","606,792","45,312","40,896","86,208","345,283","347,717","693,000"
ADELAIDE,2023,8,"299,771","293,865","593,636","36,548","33,483","70,031","336,319","327,348","663,667"
ADELAIDE,2023,9,"297,536","300,179","597,715","39,684","37,768","77,452","337,220","337,947","675,167"
ADELAIDE,2023,10,"331,244","327,522","658,766","44,490","35,907","80,397","375,734","363,429","739,163"
ADELAIDE,2023,11,"317,671","320,807","638,478","36,152","34,700","70,852","353,823","355,507","709,330"
ADELAIDE,2023,12,"306,084","300,922","607,006","41,665","52,958","94,623","347,749","353,880","701,629"
ADELAIDE,2024,1,"298,535","303,488","602,023","59,785","42,023","101,808","358,320","345,511","703,831"
ADELAIDE,2024,2,"293,471","285,493","578,964","37,176","29,696","66,872","330,647","315,189","645,836"
ADELAIDE,2024,3,"320,056","311,979","632,035","33,433","35,570","69,003","353,489","347,549","701,038"
ADELAIDE,2024,4,"320,260","331,591","651,851","40,476","41,307","81,783","360,736","372,898","733,634"
ADELAIDE,2024,5,"290,654","292,244","582,898","35,227","37,267","72,494","325,881","329,511","655,392"
ADELAIDE,2024,6,"271,998","275,389","547,387","37,588","42,099","79,687","309,586","317,488","627,074"
BALLINA,2009,1,"15,908","17,145","33,053",0,0,0,"15,908","17,145","33,053"
BALLINA,2009,2,"14,005","14,383","28,388",0,0,0,"14,005","14,383","28,388"
BALLINA,2009,3,"15,057","15,227","30,284",0,0,0,"15,057","15,227","30,284"
BALLINA,2009,4,"14,106","14,505","28,611",0,0,0,"14,106","14,505","28,611"
BALLINA,2009,5,"12,974","13,013","25,987",0,0,0,"12,974","13,013","25,987"
BALLINA,2009,6,"12,333","11,927","24,260",0,0,0,"12,333","11,927","24,260"
BALLINA,2009,7,"13,878","14,196","28,074",0,0,0,"13,878","14,196","28,074"
BALLINA,2009,8,"10,524","10,682","21,206",0,0,0,"10,524","10,682","21,206"
BALLINA,2009,9,"11,389","10,984","22,373",0,0,0,"11,389","10,984","22,373"
BALLINA,2009,10,"12,826","12,747","25,573",0,0,0,"12,826","12,747","25,573"
BALLINA,2009,11,"12,736","12,491","25,227",0,0,0,"12,736","12,491","25,227"
BALLINA,2009,12,"12,602","12,676","25,278",0,0,0,"12,602","12,676","25,278"
BALLINA,2010,1,"12,345","13,148","25,493",0,0,0,"12,345","13,148","25,493"
BALLINA,2010,2,"10,903","10,929","21,832",0,0,0,"10,903","10,929","21,832"
BALLINA,2010,3,"11,282","11,338","22,620",0,0,0,"11,282","11,338","22,620"
BALLINA,2010,4,"10,375","10,614","20,989",0,0,0,"10,375","10,614","20,989"
BALLINA,2010,5,"9,295","9,346","18,641",0,0,0,"9,295","9,346","18,641"
BALLINA,2010,6,"8,547","8,531","17,078",0,0,0,"8,547","8,531","17,078"
BALLINA,2010,7,"10,340","10,053","20,393",0,0,0,"10,340","10,053","20,393"
BALLINA,2010,8,"10,601","10,387","20,988",0,0,0,"10,601","10,387","20,988"
BALLINA,2010,9,"11,961","11,206","23,167",0,0,0,"11,961","11,206","23,167"
BALLINA,2010,10,"12,623","13,407","26,030",0,0,0,"12,623","13,407","26,030"
BALLINA,2010,11,"11,610","11,485","23,095",0,0,0,"11,610","11,485","23,095"
BALLINA,2010,12,"14,405","14,158","28,563",0,0,0,"14,405","14,158","28,563"
BALLINA,2011,1,"14,507","16,411","30,918",0,0,0,"14,507","16,411","30,918"
BALLINA,2011,2,"11,708","11,897","23,605",0,0,0,"11,708","11,897","23,605"
BALLINA,2011,3,"12,864","13,188","26,052",0,0,0,"12,864","13,188","26,052"
BALLINA,2011,4,"13,126","13,075","26,201",0,0,0,"13,126","13,075","26,201"
BALLINA,2011,5,"10,696","11,369","22,065",0,0,0,"10,696","11,369","22,065"
BALLINA,2011,6,"10,144","10,101","20,245",0,0,0,"10,144","10,101","20,245"
BALLINA,2011,7,"13,150","13,011","26,161",0,0,0,"13,150","13,011","26,161"
BALLINA,2011,8,"11,550","12,010","23,560",0,0,0,"11,550","12,010","23,560"
BALLINA,2011,9,"14,019","13,116","27,135",0,0,0,"14,019","13,116","27,135"
BALLINA,2011,10,"13,536","14,114","27,650",0,0,0,"13,536","14,114","27,650"
BALLINA,2011,11,"13,089","13,060","26,149",0,0,0,"13,089","13,060","26,149"
BALLINA,2011,12,"15,756","15,002","30,758",0,0,0,"15,756","15,002","30,758"
BALLINA,2012,1,"17,159","18,871","36,030",0,0,0,"17,159","18,871","36,030"
BALLINA,2012,2,"11,864","12,078","23,942",0,0,0,"11,864","12,078","23,942"
BALLINA,2012,3,"13,097","13,152","26,249",0,0,0,"13,097","13,152","26,249"
BALLINA,2012,4,"14,958","15,119","30,077",0,0,0,"14,958","15,119","30,077"
BALLINA,2012,5,"12,359","12,738","25,097",0,0,0,"12,359","12,738","25,097"
BALLINA,2012,6,"12,002","11,339","23,341",0,0,0,"12,002","11,339","23,341"
BALLINA,2012,7,"13,998","14,481","28,479",0,0,0,"13,998","14,481","28,479"
BALLINA,2012,8,"13,031","13,376","26,407",0,0,0,"13,031","13,376","26,407"
BALLINA,2012,9,"15,200","14,538","29,738",0,0,0,"15,200","14,538","29,738"
BALLINA,2012,10,"15,682","16,492","32,174",0,0,0,"15,682","16,492","32,174"
BALLINA,2012,11,"15,070","15,099","30,169",0,0,0,"15,070","15,099","30,169"
BALLINA,2012,12,"17,720","16,588","34,308",0,0,0,"17,720","16,588","34,308"
BALLINA,2013,1,"17,319","19,332","36,651",0,0,0,"17,319","19,332","36,651"
BALLINA,2013,2,"11,303","11,795","23,098",0,0,0,"11,303","11,795","23,098"
BALLINA,2013,3,"14,423","13,705","28,128",0,0,0,"14,423","13,705","28,128"
BALLINA,2013,4,"16,197","17,705","33,902",0,0,0,"16,197","17,705","33,902"
BALLINA,2013,5,"13,735","13,983","27,718",0,0,0,"13,735","13,983","27,718"
BALLINA,2013,6,"14,258","14,033","28,291",0,0,0,"14,258","14,033","28,291"
BALLINA,2013,7,"16,020","16,237","32,257",0,0,0,"16,020","16,237","32,257"
BALLINA,2013,8,"14,164","14,148","28,312",0,0,0,"14,164","14,148","28,312"
BALLINA,2013,9,"17,534","16,433","33,967",0,0,0,"17,534","16,433","33,967"
BALLINA,2013,10,"17,876","19,052","36,928",0,0,0,"17,876","19,052","36,928"
BALLINA,2013,11,"16,444","16,818","33,262",0,0,0,"16,444","16,818","33,262"
BALLINA,2013,12,"20,927","18,906","39,833",0,0,0,"20,927","18,906","39,833"
BALLINA,2014,1,"20,119","22,230","42,349",0,0,0,"20,119","22,230","42,349"
BALLINA,2014,2,"14,861","15,231","30,092",0,0,0,"14,861","15,231","30,092"
BALLINA,2014,3,"15,663","16,084","31,747",0,0,0,"15,663","16,084","31,747"
BALLINA,2014,4,"16,926","17,256","34,182",0,0,0,"16,926","17,256","34,182"
BALLINA,2014,5,"13,210","13,552","26,762",0,0,0,"13,210","13,552","26,762"
BALLINA,2014,6,"14,762","14,552","29,314",0,0,0,"14,762","14,552","29,314"
BALLINA,2014,7,"17,839","18,283","36,122",0,0,0,"17,839","18,283","36,122"
BALLINA,2014,8,"14,707","15,200","29,907",0,0,0,"14,707","15,200","29,907"
BALLINA,2014,9,"19,834","19,049","38,883",0,0,0,"19,834","19,049","38,883"
BALLINA,2014,10,"19,283","19,973","39,256",0,0,0,"19,283","19,973","39,256"
BALLINA,2014,11,"18,158","18,119","36,277",0,0,0,"18,158","18,119","36,277"
BALLINA,2014,12,"20,079","19,225","39,304",0,0,0,"20,079","19,225","39,304"
BALLINA,2015,1,"21,764","23,672","45,436",0,0,0,"21,764","23,672","45,436"
BALLINA,2015,2,"15,486","15,959","31,445",0,0,0,"15,486","15,959","31,445"
BALLINA,2015,3,"18,102","17,984","36,086",0,0,0,"18,102","17,984","36,086"
BALLINA,2015,4,"19,599","20,173","39,772",0,0,0,"19,599","20,173","39,772"
BALLINA,2015,5,"15,937","16,216","32,153",0,0,0,"15,937","16,216","32,153"
BALLINA,2015,6,"16,250","16,135","32,385",0,0,0,"16,250","16,135","32,385"
BALLINA,2015,7,"18,513","19,000","37,513",0,0,0,"18,513","19,000","37,513"
BALLINA,2015,8,"17,107","17,073","34,180",0,0,0,"17,107","17,073","34,180"
BALLINA,2015,9,"21,295","20,346","41,641",0,0,0,"21,295","20,346","41,641"
BALLINA,2015,10,"21,492","22,587","44,079",0,0,0,"21,492","22,587","44,079"
BALLINA,2015,11,"18,420","18,281","36,701",0,0,0,"18,420","18,281","36,701"
BALLINA,2015,12,"22,277","21,230","43,507",0,0,0,"22,277","21,230","43,507"
BALLINA,2016,1,"22,620","24,286","46,906",0,0,0,"22,620","24,286","46,906"
BALLINA,2016,2,"18,248","18,346","36,594",0,0,0,"18,248","18,346","36,594"
BALLINA,2016,3,"21,013","20,676","41,689",0,0,0,"21,013","20,676","41,689"
BALLINA,2016,4,"19,736","20,262","39,998",0,0,0,"19,736","20,262","39,998"
BALLINA,2016,5,"16,647","17,018","33,665",0,0,0,"16,647","17,018","33,665"
BALLINA,2016,6,"16,601","15,990","32,591",0,0,0,"16,601","15,990","32,591"
BALLINA,2016,7,"20,878","21,002","41,880",0,0,0,"20,878","21,002","41,880"
BALLINA,2016,8,"16,839","17,001","33,840",0,0,0,"16,839","17,001","33,840"
BALLINA,2016,9,"22,038","20,627","42,665",0,0,0,"22,038","20,627","42,665"
BALLINA,2016,10,"23,453","23,982","47,435",0,0,0,"23,453","23,982","47,435"
BALLINA,2016,11,"20,317","20,018","40,335",0,0,0,"20,317","20,018","40,335"
BALLINA,2016,12,"25,920","24,405","50,325",0,0,0,"25,920","24,405","50,325"
BALLINA,2017,1,"24,867","27,034","51,901",0,0,0,"24,867","27,034","51,901"
BALLINA,2017,2,"18,510","18,387","36,897",0,0,0,"18,510","18,387","36,897"
BALLINA,2017,3,"20,445","20,625","41,070",0,0,0,"20,445","20,625","41,070"
BALLINA,2017,4,"24,319","24,171","48,490",0,0,0,"24,319","24,171","48,490"
BALLINA,2017,5,"16,786","17,416","34,202",0,0,0,"16,786","17,416","34,202"
