Airport ,Year,Month,Domestic_Inbound,Domestic_Outbound,Domestic_Total,International_Inbound,International_Outbound,International_Total,Total_Inbound,Total_Outbound,Total_Passengers 
BALLINA,2017,6,"17,159","16,600","33,759",0,0,0,"17,159","16,600","33,759"
BALLINA,2017,7,"20,665","20,831","41,496",0,0,0,"20,665","20,831","41,496"
BALLINA,2017,8,"16,863","16,984","33,847",0,0,0,"16,863","16,984","33,847"
BALLINA,2017,9,"22,647","21,343","43,990",0,0,0,"22,647","21,343","43,990"
BALLINA,2017,10,"24,283","25,312","49,595",0,0,0,"24,283","25,312","49,595"
BALLINA,2017,11,"21,524","21,530","43,054",0,0,0,"21,524","21,530","43,054"
BALLINA,2017,12,"26,533","24,745","51,278",0,0,0,"26,533","24,745","51,278"
BALLINA,2018,1,"27,192","29,470","56,662",0,0,0,"27,192","29,470","56,662"
BALLINA,2018,2,"20,782","20,844","41,626",0,0,0,"20,782","20,844","41,626"
BALLINA,2018,3,"22,795","21,894","44,689",0,0,0,"22,795","21,894","44,689"
BALLINA,2018,4,"23,004","24,426","47,430",0,0,0,"23,004","24,426","47,430"
BALLINA,2018,5,"18,588","18,802","37,390",0,0,0,"18,588","18,802","37,390"
BALLINA,2018,6,"18,215","17,502","35,717",0,0,0,"18,215","17,502","35,717"
BALLINA,2018,7,"22,997","23,183","46,180",0,0,0,"22,997","23,183","46,180"
BALLINA,2018,8,"20,039","20,084","40,123",0,0,0,"20,039","20,084","40,123"
BALLINA,2018,9,"21,971","20,995","42,966",0,0,0,"21,971","20,995","42,966"
BALLINA,2018,10,"25,099","25,794","50,893",0,0,0,"25,099","25,794","50,893"
BALLINA,2018,11,"21,694","21,290","42,984",0,0,0,"21,694","21,290","42,984"
BALLINA,2018,12,"26,557","24,963","51,520",0,0,0,"26,557","24,963","51,520"
BALLINA,2019,1,"27,119","29,344","56,463",0,0,0,"27,119","29,344","56,463"
BALLINA,2019,2,"18,999","19,168","38,167",0,0,0,"18,999","19,168","38,167"
BALLINA,2019,3,"22,612","22,596","45,208",0,0,0,"22,612","22,596","45,208"
BALLINA,2019,4,"24,051","23,949","48,000",0,0,0,"24,051","23,949","48,000"
BALLINA,2019,5,"18,031","18,257","36,288",0,0,0,"18,031","18,257","36,288"
BALLINA,2019,6,"17,894","17,387","35,281",0,0,0,"17,894","17,387","35,281"
BALLINA,2019,7,"22,932","23,029","45,961",0,0,0,"22,932","23,029","45,961"
BALLINA,2019,8,"19,791","19,809","39,600",0,0,0,"19,791","19,809","39,600"
BALLINA,2019,9,"22,424","21,109","43,533",0,0,0,"22,424","21,109","43,533"
BALLINA,2019,10,"23,850","24,551","48,401",0,0,0,"23,850","24,551","48,401"
BALLINA,2019,11,"22,416","22,485","44,901",0,0,0,"22,416","22,485","44,901"
BALLINA,2019,12,"27,028","24,448","51,476",0,0,0,"27,028","24,448","51,476"
BALLINA,2020,1,"27,390","30,186","57,576",0,0,0,"27,390","30,186","57,576"
BALLINA,2020,2,"20,690","20,309","40,999",0,0,0,"20,690","20,309","40,999"
BALLINA,2020,3,"13,835","14,568","28,403",0,0,0,"13,835","14,568","28,403"
BALLINA,2020,4,195,182,377,0,0,0,195,182,377
BALLINA,2020,5,"1,257","1,272","2,529",0,0,0,"1,257","1,272","2,529"
BALLINA,2020,6,"4,322","3,587","7,909",0,0,0,"4,322","3,587","7,909"
BALLINA,2020,7,"15,858","15,370","31,228",0,0,0,"15,858","15,370","31,228"
BALLINA,2020,8,"13,248","13,906","27,154",0,0,0,"13,248","13,906","27,154"
BALLINA,2020,9,"18,682","17,462","36,144",0,0,0,"18,682","17,462","36,144"
BALLINA,2020,10,"25,422","25,769","51,191",0,0,0,"25,422","25,769","51,191"
BALLINA,2020,11,"29,389","26,973","56,362",0,0,0,"29,389","26,973","56,362"
BALLINA,2020,12,"35,876","31,529","67,405",0,0,0,"35,876","31,529","67,405"
BALLINA,2021,1,"28,046","31,562","59,608",0,0,0,"28,046","31,562","59,608"
BALLINA,2021,2,"25,021","24,357","49,378",0,0,0,"25,021","24,357","49,378"
BALLINA,2021,3,"28,068","28,406","56,474",0,0,0,"28,068","28,406","56,474"
BALLINA,2021,4,"29,364","29,741","59,105",0,0,0,"29,364","29,741","59,105"
BALLINA,2021,5,"25,018","26,076","51,094",0,0,0,"25,018","26,076","51,094"
BALLINA,2021,6,"22,841","20,763","43,604",0,0,0,"22,841","20,763","43,604"
BALLINA,2021,7,"3,537","5,022","8,559",0,0,0,"3,537","5,022","8,559"
BALLINA,2021,8,"1,066","1,119","2,185",0,0,0,"1,066","1,119","2,185"
BALLINA,2021,9,"1,540","1,321","2,861",0,0,0,"1,540","1,321","2,861"
BALLINA,2021,10,"3,896","4,070","7,966",0,0,0,"3,896","4,070","7,966"
BALLINA,2021,11,"40,727","36,702","77,429",0,0,0,"40,727","36,702","77,429"
BALLINA,2021,12,"55,978","50,443","106,421",0,0,0,"55,978","50,443","106,421"
BALLINA,2022,1,"33,426","39,287","72,713",0,0,0,"33,426","39,287","72,713"
BALLINA,2022,2,"20,886","20,946","41,832",0,0,0,"20,886","20,946","41,832"
BALLINA,2022,3,"21,359","22,365","43,724",0,0,0,"21,359","22,365","43,724"
BALLINA,2022,4,"30,264","30,175","60,439",0,0,0,"30,264","30,175","60,439"
BALLINA,2022,5,"26,383","27,292","53,675",0,0,0,"26,383","27,292","53,675"
BALLINA,2022,6,"25,244","24,336","49,580",0,0,0,"25,244","24,336","49,580"
BALLINA,2022,7,"25,628","25,714","51,342",0,0,0,"25,628","25,714","51,342"
BALLINA,2022,8,"22,354","23,191","45,545",0,0,0,"22,354","23,191","45,545"
BALLINA,2022,9,"25,795","24,241","50,036",0,0,0,"25,795","24,241","50,036"
BALLINA,2022,10,"27,176","27,849","55,025",0,0,0,"27,176","27,849","55,025"
BALLINA,2022,11,"29,717","28,972","58,689",0,0,0,"29,717","28,972","58,689"
BALLINA,2022,12,"28,435","28,278","56,713",0,0,0,"28,435","28,278","56,713"
BALLINA,2023,1,"29,525","31,981","61,506",0,0,0,"29,525","31,981","61,506"
BALLINA,2023,2,"24,589","24,374","48,963",0,0,0,"24,589","24,374","48,963"
BALLINA,2023,3,"29,482","29,328","58,810",0,0,0,"29,482","29,328","58,810"
BALLINA,2023,4,"26,230","26,146","52,376",0,0,0,"26,230","26,146","52,376"
BALLINA,2023,5,"23,516","24,455","47,971",0,0,0,"23,516","24,455","47,971"
BALLINA,2023,6,"23,442","22,194","45,636",0,0,0,"23,442","22,194","45,636"
BALLINA,2023,7,"26,226","26,480","52,706",0,0,0,"26,226","26,480","52,706"
BALLINA,2023,8,"25,100","25,478","50,578",0,0,0,"25,100","25,478","50,578"
BALLINA,2023,9,"28,237","26,806","55,043",0,0,0,"28,237","26,806","55,043"
BALLINA,2023,10,"27,510","28,163","55,673",0,0,0,"27,510","28,163","55,673"
BALLINA,2023,11,"26,925","26,298","53,223",0,0,0,"26,925","26,298","53,223"
BALLINA,2023,12,"28,729","27,966","56,695",0,0,0,"28,729","27,966","56,695"
BALLINA,2024,1,"26,601","27,920","54,521",0,0,0,"26,601","27,920","54,521"
BALLINA,2024,2,"24,718","24,905","49,623",0,0,0,"24,718","24,905","49,623"
BALLINA,2024,3,"26,858","25,954","52,812",0,0,0,"26,858","25,954","52,812"
BALLINA,2024,4,"25,631","26,794","52,425",0,0,0,"25,631","26,794","52,425"
BALLINA,2024,5,"21,835","22,396","44,231",0,0,0,"21,835","22,396","44,231"
BALLINA,2024,6,"21,503","21,225","42,728",0,0,0,"21,503","21,225","42,728"
BRISBANE,2009,1,"626,445","632,882","1,259,327","205,011","172,799","377,810","831,456","805,681","1,637,137"
BRISBANE,2009,2,"520,093","519,172","1,039,265","156,061","144,635","300,696","676,154","663,807","1,339,961"
BRISBANE,2009,3,"594,507","593,558","1,188,065","156,115","158,487","314,602","750,622","752,045","1,502,667"
BRISBANE,2009,4,"608,593","604,520","1,213,113","161,297","173,044","334,341","769,890","777,564","1,547,454"
BRISBANE,2009,5,"584,999","579,257","1,164,256","148,025","155,486","303,511","733,024","734,743","1,467,767"
BRISBANE,2009,6,"569,266","568,461","1,137,727","151,730","172,408","324,138","720,996","740,869","1,461,865"
BRISBANE,2009,7,"645,966","634,920","1,280,886","199,264","172,957","372,221","845,230","807,877","1,653,107"
BRISBANE,2009,8,"612,792","611,221","1,224,013","169,620","183,377","352,997","782,412","794,598","1,577,010"
BRISBANE,2009,9,"637,070","631,560","1,268,630","175,337","183,274","358,611","812,407","814,834","1,627,241"
BRISBANE,2009,10,"663,699","667,650","1,331,349","191,678","172,089","363,767","855,377","839,739","1,695,116"
BRISBANE,2009,11,"611,573","619,324","1,230,897","161,768","173,891","335,659","773,341","793,215","1,566,556"
BRISBANE,2009,12,"633,923","624,473","1,258,396","175,947","202,871","378,818","809,870","827,344","1,637,214"
BRISBANE,2010,1,"584,635","595,191","1,179,826","203,308","173,057","376,365","787,943","768,248","1,556,191"
BRISBANE,2010,2,"545,876","545,378","1,091,254","160,009","147,233","307,242","705,885","692,611","1,398,496"
BRISBANE,2010,3,"605,994","603,265","1,209,259","162,490","168,234","330,724","768,484","771,499","1,539,983"
BRISBANE,2010,4,"621,672","626,921","1,248,593","161,473","166,938","328,411","783,145","793,859","1,577,004"
BRISBANE,2010,5,"596,680","592,018","1,188,698","149,297","158,209","307,506","745,977","750,227","1,496,204"
BRISBANE,2010,6,"609,580","612,834","1,222,414","163,393","187,027","350,420","772,973","799,861","1,572,834"
BRISBANE,2010,7,"695,302","675,766","1,371,068","220,390","188,120","408,510","915,692","863,886","1,779,578"
BRISBANE,2010,8,"661,735","667,083","1,328,818","179,247","194,188","373,435","840,982","861,271","1,702,253"
BRISBANE,2010,9,"687,199","679,663","1,366,862","187,251","193,066","380,317","874,450","872,729","1,747,179"
BRISBANE,2010,10,"705,758","711,488","1,417,246","197,989","178,468","376,457","903,747","889,956","1,793,703"
BRISBANE,2010,11,"663,810","669,962","1,333,772","167,586","178,601","346,187","831,396","848,563","1,679,959"
BRISBANE,2010,12,"696,432","683,949","1,380,381","183,545","213,138","396,683","879,977","897,087","1,777,064"
BRISBANE,2011,1,"583,192","600,245","1,183,437","216,100","179,977","396,077","799,292","780,222","1,579,514"
BRISBANE,2011,2,"550,493","554,263","1,104,756","160,230","146,869","307,099","710,723","701,132","1,411,855"
BRISBANE,2011,3,"639,595","638,987","1,278,582","155,406","155,471","310,877","795,001","794,458","1,589,459"
BRISBANE,2011,4,"659,295","659,943","1,319,238","170,423","184,505","354,928","829,718","844,448","1,674,166"
BRISBANE,2011,5,"646,930","644,697","1,291,627","165,542","168,888","334,430","812,472","813,585","1,626,057"
BRISBANE,2011,6,"625,865","632,359","1,258,224","166,624","189,150","355,774","792,489","821,509","1,613,998"
BRISBANE,2011,7,"728,844","703,758","1,432,602","230,003","191,645","421,648","958,847","895,403","1,854,250"
BRISBANE,2011,8,"695,252","696,200","1,391,452","186,412","198,789","385,201","881,664","894,989","1,776,653"
BRISBANE,2011,9,"707,665","694,602","1,402,267","191,295","200,297","391,592","898,960","894,899","1,793,859"
BRISBANE,2011,10,"711,157","722,627","1,433,784","216,988","183,402","400,390","928,145","906,029","1,834,174"
BRISBANE,2011,11,"687,385","697,645","1,385,030","177,310","187,609","364,919","864,695","885,254","1,749,949"
BRISBANE,2011,12,"713,241","694,743","1,407,984","196,012","225,920","421,932","909,253","920,663","1,829,916"
BRISBANE,2012,1,"652,897","672,445","1,325,342","230,713","186,380","417,093","883,610","858,825","1,742,435"
BRISBANE,2012,2,"598,252","600,302","1,198,554","171,310","151,617","322,927","769,562","751,919","1,521,481"
BRISBANE,2012,3,"685,394","684,321","1,369,715","169,085","171,101","340,186","854,479","855,422","1,709,901"
BRISBANE,2012,4,"672,498","672,012","1,344,510","180,955","181,959","362,914","853,453","853,971","1,707,424"
BRISBANE,2012,5,"670,557","669,601","1,340,158","157,384","162,873","320,257","827,941","832,474","1,660,415"
BRISBANE,2012,6,"658,058","664,158","1,322,216","178,946","191,999","370,945","837,004","856,157","1,693,161"
BRISBANE,2012,7,"733,530","726,697","1,460,227","220,763","184,288","405,051","954,293","910,985","1,865,278"
BRISBANE,2012,8,"720,138","712,978","1,433,116","183,399","190,788","374,187","903,537","903,766","1,807,303"
BRISBANE,2012,9,"719,914","713,252","1,433,166","191,827","196,811","388,638","911,741","910,063","1,821,804"
BRISBANE,2012,10,"755,041","759,021","1,514,062","212,706","180,386","393,092","967,747","939,407","1,907,154"
BRISBANE,2012,11,"722,127","720,893","1,443,020","175,100","184,029","359,129","897,227","904,922","1,802,149"
BRISBANE,2012,12,"717,679","699,584","1,417,263","200,049","216,945","416,994","917,728","916,529","1,834,257"
BRISBANE,2013,1,"654,088","674,779","1,328,867","222,033","181,468","403,501","876,121","856,247","1,732,368"
BRISBANE,2013,2,"600,209","600,660","1,200,869","176,148","156,465","332,613","776,357","757,125","1,533,482"
BRISBANE,2013,3,"676,094","669,643","1,345,737","180,132","184,082","364,214","856,226","853,725","1,709,951"
BRISBANE,2013,4,"682,036","674,360","1,356,396","183,072","174,775","357,847","865,108","849,135","1,714,243"
BRISBANE,2013,5,"669,358","667,312","1,336,670","166,381","173,192","339,573","835,739","840,504","1,676,243"
BRISBANE,2013,6,"667,894","684,459","1,352,353","186,576","201,564","388,140","854,470","886,023","1,740,493"
BRISBANE,2013,7,"762,731","745,224","1,507,955","234,492","190,947","425,439","997,223","936,171","1,933,394"
BRISBANE,2013,8,"729,675","720,843","1,450,518","202,091","209,981","412,072","931,766","930,824","1,862,590"
BRISBANE,2013,9,"721,283","714,519","1,435,802","203,232","209,090","412,322","924,515","923,609","1,848,124"
BRISBANE,2013,10,"768,788","774,774","1,543,562","225,003","188,766","413,769","993,791","963,540","1,957,331"
BRISBANE,2013,11,"718,088","718,447","1,436,535","184,757","192,166","376,923","902,845","910,613","1,813,458"
BRISBANE,2013,12,"750,551","729,882","1,480,433","209,001","233,727","442,728","959,552","963,609","1,923,161"
BRISBANE,2014,1,"683,604","688,577","1,372,181","243,665","197,869","441,534","927,269","886,446","1,813,715"
BRISBANE,2014,2,"611,754","613,347","1,225,101","184,183","168,744","352,927","795,937","782,091","1,578,028"
BRISBANE,2014,3,"697,430","695,026","1,392,456","182,017","180,736","362,753","879,447","875,762","1,755,209"
BRISBANE,2014,4,"717,116","713,104","1,430,220","203,052","203,842","406,894","920,168","916,946","1,837,114"
BRISBANE,2014,5,"690,348","686,761","1,377,109","181,007","186,442","367,449","871,355","873,203","1,744,558"
BRISBANE,2014,6,"677,315","684,118","1,361,433","185,947","207,236","393,183","863,262","891,354","1,754,616"
BRISBANE,2014,7,"767,925","756,240","1,524,165","247,977","207,772","455,749","1,015,902","964,012","1,979,914"
BRISBANE,2014,8,"724,926","719,873","1,444,799","213,173","223,083","436,256","938,099","942,956","1,881,055"
BRISBANE,2014,9,"723,998","723,032","1,447,030","216,209","214,891","431,100","940,207","937,923","1,878,130"
BRISBANE,2014,10,"776,924","780,848","1,557,772","234,133","204,479","438,612","1,011,057","985,327","1,996,384"
BRISBANE,2014,11,"693,076","696,103","1,389,179","197,992","207,211","405,203","891,068","903,314","1,794,382"
BRISBANE,2014,12,"739,816","721,575","1,461,391","221,355","251,966","473,321","961,171","973,541","1,934,712"
BRISBANE,2015,1,"649,819","670,411","1,320,230","259,107","217,528","476,635","908,926","887,939","1,796,865"
BRISBANE,2015,2,"594,295","594,204","1,188,499","204,702","186,053","390,755","798,997","780,257","1,579,254"
BRISBANE,2015,3,"697,493","691,926","1,389,419","205,557","209,665","415,222","903,050","901,591","1,804,641"
BRISBANE,2015,4,"691,971","694,729","1,386,700","205,882","212,965","418,847","897,853","907,694","1,805,547"
BRISBANE,2015,5,"668,512","665,042","1,333,554","189,075","198,431","387,506","857,587","863,473","1,721,060"
BRISBANE,2015,6,"665,708","666,152","1,331,860","194,338","219,792","414,130","860,046","885,944","1,745,990"
BRISBANE,2015,7,"772,477","755,862","1,528,339","246,477","216,603","463,080","1,018,954","972,465","1,991,419"
BRISBANE,2015,8,"701,345","703,706","1,405,051","217,948","232,266","450,214","919,293","935,972","1,855,265"
BRISBANE,2015,9,"734,237","724,209","1,458,446","222,465","226,764","449,229","956,702","950,973","1,907,675"
BRISBANE,2015,10,"752,480","761,055","1,513,535","242,288","216,271","458,559","994,768","977,326","1,972,094"
BRISBANE,2015,11,"716,798","726,921","1,443,719","202,450","210,900","413,350","919,248","937,821","1,857,069"
BRISBANE,2015,12,"754,152","733,470","1,487,622","232,652","268,343","500,995","986,804","1,001,813","1,988,617"
BRISBANE,2016,1,"668,003","684,524","1,352,527","272,608","233,848","506,456","940,611","918,372","1,858,983"
BRISBANE,2016,2,"627,222","628,947","1,256,169","212,385","196,486","408,871","839,607","825,433","1,665,040"
BRISBANE,2016,3,"710,475","717,302","1,427,777","207,898","219,618","427,516","918,373","936,920","1,855,293"
BRISBANE,2016,4,"698,082","690,470","1,388,552","212,414","207,393","419,807","910,496","897,863","1,808,359"
BRISBANE,2016,5,"684,637","680,157","1,364,794","192,720","200,906","393,626","877,357","881,063","1,758,420"
BRISBANE,2016,6,"686,183","685,336","1,371,519","201,824","228,594","430,418","888,007","913,930","1,801,937"
BRISBANE,2016,7,"774,563","759,615","1,534,178","265,175","226,192","491,367","1,039,738","985,807","2,025,545"
BRISBANE,2016,8,"717,033","719,211","1,436,244","221,238","238,799","460,037","938,271","958,010","1,896,281"
BRISBANE,2016,9,"751,149","738,748","1,489,897","235,700","237,262","472,962","986,849","976,010","1,962,859"
BRISBANE,2016,10,"745,465","757,564","1,503,029","251,916","231,523","483,439","997,381","989,087","1,986,468"
BRISBANE,2016,11,"715,585","722,357","1,437,942","212,287","226,400","438,687","927,872","948,757","1,876,629"
BRISBANE,2016,12,"760,279","732,945","1,493,224","242,936","273,622","516,558","1,003,215","1,006,567","2,009,782"
BRISBANE,2017,1,"679,191","700,014","1,379,205","280,306","243,488","523,794","959,497","943,502","1,902,999"
BRISBANE,2017,2,"603,110","607,321","1,210,431","217,270","195,290","412,560","820,380","802,611","1,622,991"
BRISBANE,2017,3,"704,824","700,905","1,405,729","215,447","224,530","439,977","920,271","925,435","1,845,706"
BRISBANE,2017,4,"700,334","701,979","1,402,313","236,642","240,158","476,800","936,976","942,137","1,879,113"
BRISBANE,2017,5,"693,729","679,803","1,373,532","207,596","219,433","427,029","901,325","899,236","1,800,561"
BRISBANE,2017,6,"692,620","694,779","1,387,399","216,431","240,442","456,873","909,051","935,221","1,844,272"
BRISBANE,2017,7,"785,638","777,468","1,563,106","272,272","237,677","509,949","1,057,910","1,015,145","2,073,055"
BRISBANE,2017,8,"732,144","735,371","1,467,515","233,723","250,234","483,957","965,867","985,605","1,951,472"
